Rnk Team                         WON LOST   PF   PA     RATE      SOS
--- ----                         --- ----  ---  ---  -------  -------
1103 38   Southern Cal              0    0    0    0      nan      nan (1374)
1104 38   St. Mary KS               0    0    0    0      nan      nan (1373)
1105 38   Stanford                  0    0    0    0      nan      nan (1372)
1106 38   Texas-El Paso             0    0    0    0      nan      nan (1371)
1107 38   Tiffin                    0    0    0    0      nan      nan (1370)
1108 38   Utah St.                  0    0    0    0      nan      nan (1369)
1109 38   W. Carolina               0    0    0    0      nan      nan (1368)
1110 38   Washington St.            0    0    0    0      nan      nan (1367)
1111 38   West Virginia             0    0    0    0      nan      nan (1366)
1112 39   Albright                  0    0    0    0      nan      nan (1365)
1113 39   Alfred                    0    0    0    0      nan      nan (1364)
1114 39   Alma                      0    0    0    0      nan      nan (1363)
1115 39   Anderson, Ind.            0    0    0    0      nan      nan (1362)
1116 39   Averett College           0    0    0    0      nan      nan (1361)
1117 39   Dakota Weslyn             0    0    0    0      nan      nan (1360)
1118 39   Denison                   0    0    0    0      nan      nan (1359)
1119 39   Earlham                   0    0    0    0      nan      nan (1358)
1120 39   Illinois                  0    0    0    0      nan      nan (1357)
1121 39   Lebanon Val.              0    0    0    0      nan      nan (1356)
1122 39   Luther                    0    0    0    0      nan      nan (1355)
1123 39   Menlo                     0    0    0    0      nan      nan (1354)
1124 39   Missouri                  0    0    0    0      nan      nan (1353)
1125 39   Mount Ida                 0    0    0    0      nan      nan (1352)
1126 39   S. Connecticut            0    0    0    0      nan      nan (1351)
1127 39   Shenandoah                0    0    0    0      nan      nan (1350)
1128 39   St. Francis, Ill.         0    0    0    0      nan      nan (1349)
1129 39   St. Peter's               0    0    0    0      nan      nan (1348)
1130 40   Ball St.                  0    0    0    0      nan      nan (1347)
1131 40   Black Hills St.           0    0    0    0      nan      nan (1346)
1132 40   Charleston So.            0    0    0    0      nan      nan (1345)
1133 40   Dickinson St.             0    0    0    0      nan      nan (1344)
1134 40   Gallaudet                 0    0    0    0      nan      nan (1343)
1135 40   Hobart                    0    0    0    0      nan      nan (1342)
1136 40   Kentucky                  0    0    0    0      nan      nan (1341)
1137 40   Lake Forest               0    0    0    0      nan      nan (1340)
1138 40   Manchester                0    0    0    0      nan      nan (1339)
1139 40   Mass.-Boston              0    0    0    0      nan      nan (1338)
1140 40   Michigan Tech             0    0    0    0      nan      nan (1337)
1141 40   Minnesota-Morris          0    0    0    0      nan      nan (1336)
1142 40   Minot St.                 0    0    0    0      nan      nan (1335)
1143 40   Moorhead St.              0    0    0    0      nan      nan (1334)
1144 40   Princeton                 0    0    0    0      nan      nan (1333)
1145 40   S. Carolina St.           0    0    0    0      nan      nan (1332)
1146 40   Siena                     0    0    0    0      nan      nan (1331)
1147 40   Thiel                     0    0    0    0      nan      nan (1330)
1148 40   Tiffin                    0    0    0    0      nan      nan (1329)
1149 40   Union, Ky.                0    0    0    0      nan      nan (1328)
1150 40   W. Carolina               0    0    0    0      nan      nan (1327)
1151 40   Whittier                  0    0    0    0      nan      nan (1326)
1152 40   Winston-Salem             0    0    0    0      nan      nan (1325)
1153 41   Army                      0    0    0    0      nan      nan (1324)
1154 41   Ashland                   0    0    0    0      nan      nan (1323)
1155 41   Brown                     0    0    0    0      nan      nan (1322)
1156 41   Canisius                  0    0    0    0      nan      nan (1321)
1157 41   Case Reserve              0    0    0    0      nan      nan (1320)
1158 41   Cent. Michigan            0    0    0    0      nan      nan (1319)
1159 41   Chapman                   0    0    0    0      nan      nan (1318)
1160 41   Citadel                   0    0    0    0      nan      nan (1317)
1161 41   Columbia                  0    0    0    0      nan      nan (1316)
1162 41   Connecticut               0    0    0    0      nan      nan (1315)
1163 41   Dakota St.                0    0    0    0      nan      nan (1314)
1164 41   Dickinson                 0    0    0    0      nan      nan (1313)
1165 41   Drake                     0    0    0    0      nan      nan (1312)
1166 41   E. Washington             0    0    0    0      nan      nan (1311)
1167 41   Findlay                   0    0    0    0      nan      nan (1310)
1168 41   Franklin&Marshall         0    0    0    0      nan      nan (1309)
1169 41   Gardner-Webb              0    0    0    0      nan      nan (1308)
1170 41   Georgetown, D.C.          0    0    0    0      nan      nan (1307)
1171 41   Gettysburg                0    0    0    0      nan      nan (1306)
1172 41   Houston                   0    0    0    0      nan      nan (1305)
1173 41   Indiana                   0    0    0    0      nan      nan (1304)
1174 41   Indiana St.               0    0    0    0      nan      nan (1303)
1175 41   Kansas St.                0    0    0    0      nan      nan (1302)
1176 41   Kean                      0    0    0    0      nan      nan (1301)
1177 41   Kentucky St.              0    0    0    0      nan      nan (1300)
1178 41   Kings, Pa.                0    0    0    0      nan      nan (1299)
1179 41   Lakeland                  0    0    0    0      nan      nan (1298)
1180 41   Louisiana St.             0    0    0    0      nan      nan (1297)
1181 41   Mac Murray                0    0    0    0      nan      nan (1296)
1182 41   Mansfield                 0    0    0    0      nan      nan (1295)
1183 41   Mayville St.              0    0    0    0      nan      nan (1294)
1184 41   Merrimack                 0    0    0    0      nan      nan (1293)
1185 41   Minnesota                 0    0    0    0      nan      nan (1292)
1186 41   Mount Ida                 0    0    0    0      nan      nan (1291)
1187 41   Nicholls St.              0    0    0    0      nan      nan (1290)
1188 41   Northwestern              0    0    0    0      nan      nan (1289)
1189 41   Notre Dame                0    0    0    0      nan      nan (1288)
1190 41   Portland St.              0    0    0    0      nan      nan (1287)
1191 41   Rose-Hulman               0    0    0    0      nan      nan (1286)
1192 41   SW Assem Of God           0    0    0    0      nan      nan (1285)
1193 41   Sacramento St.            0    0    0    0      nan      nan (1284)
1194 41   South Carolina            0    0    0    0      nan      nan (1283)
1195 41   St. Francis, Pa.          0    0    0    0      nan      nan (1282)
1196 41   St. Lawrence              0    0    0    0      nan      nan (1281)
1197 41   St. Xavier                0    0    0    0      nan      nan (1280)
1198 41   Tn.-Chattanooga           0    0    0    0      nan      nan (1279)
1199 41   Virginia Tech             0    0    0    0      nan      nan (1278)
1200 41   W. New Mexico             0    0    0    0      nan      nan (1277)
1201 41   Wabash                    0    0    0    0      nan      nan (1276)
1202 42   Arkansas St.              0    0    0    0      nan      nan (1275)
1203 42   Augustana,Ill.            0    0    0    0      nan      nan (1274)
1204 42   Austin Peay               0    0    0    0      nan      nan (1273)
1205 42   Bentley                   0    0    0    0      nan      nan (1272)
1206 42   Bluffton                  0    0    0    0      nan      nan (1271)
1207 42   Boston College            0    0    0    0      nan      nan (1270)
1208 42   Bowling Green             0    0    0    0      nan      nan (1269)
1209 42   Brigham Young             0    0    0    0      nan      nan (1268)
